Id,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
160,Chevrolet Captiva LT,2011,500000,99500,Diesel,Individual,Manual,Third Owner,11.5 kmpl,1991 CC,147.9 bhp,320Nm@ 2000rpm,7.0
161,Tata Bolt Revotron XM,2015,330000,25000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0
162,Mahindra XUV500 W8 AWD,2014,750000,70000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
163,Maruti Alto K10 VXI,2015,240000,80000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
164,Hyundai Verna 1.6 CRDI,2011,360000,157000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0
165,Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,10000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5.0
166,Maruti Swift Dzire VDI,2017,625000,34000,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0
167,Hyundai EON Era Plus,2012,180000,120000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
168,Hyundai i10 Magna 1.2 iTech SE,2012,270000,30000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0
169,Tata Indigo CS eLX BS IV,2012,259000,35000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
170,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
171,Honda Jazz VX Diesel,2015,525000,63000,Diesel,Dealer,Manual,First Owner,27.3 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
172,Hyundai i20 Magna 1.2,2015,430000,35000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
173,Audi Q7 3.0 TDI Quattro,2009,810000,98000,Diesel,Individual,Automatic,Fourth & Above Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7.0
174,Ford Fiesta 1.6 SXI ABS Duratec,2011,325000,53287,Petrol,Dealer,Manual,First Owner,,,,,
175,Maruti Swift Dzire VDi,2012,415000,108000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
176,Maruti Alto K10 LXI,2011,135000,110048,Petrol,Individual,Manual,Third Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
177,Tata Tiago 1.2 Revotron XZ,2017,430000,25000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
178,Maruti Swift Dzire VDI,2016,660000,55000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
179,Maruti Wagon R LXI DUO BS IV,2013,275000,55000,LPG,Individual,Manual,First Owner,14.4 km/kg,998 CC,61.7 bhp,85Nm@ 3500rpm,5.0
180,Mahindra TUV 300 T8,2015,500000,120000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
181,Mahindra Bolero 2011-2019 ZLX,2016,631000,92385,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
182,Maruti Swift Dzire VDI,2013,550000,70000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
183,Mahindra TUV 300 T4 Plus,2018,775000,59736,Diesel,Dealer,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
184,Ford Ecosport 1.5 Petrol Titanium,2016,599000,39000,Petrol,Dealer,Manual,First Owner,15.9 kmpl,1496 CC,120.69 bhp,149Nm@ 4500rpm,5.0
185,Volkswagen Polo Diesel Highline 1.2L,2013,350000,80000,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0
186,Maruti Celerio VXI AT,2015,411000,23999,Petrol,Dealer,Automatic,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
187,Mahindra Verito 1.5 D6 BSIV,2012,350000,25000,Diesel,Individual,Manual,First Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5.0
188,Mahindra Scorpio M2DI,2011,420000,100000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5.0
189,Ford Fusion 1.4 TDCi Diesel,2009,155000,110000,Diesel,Individual,Manual,Third Owner,17.7 kmpl,1399 CC,68 bhp,"16@ 2,000(kgm@ rpm)",5.0
190,Hyundai i20 1.4 Asta (AT),2009,360000,60000,Petrol,Individual,Automatic,Second Owner,15.0 kmpl,1396 CC,100 bhp,13.9 kgm at 4200 rpm,5.0
191,Mahindra Quanto C6,2012,250000,70000,Diesel,Individual,Manual,First Owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
192,Hyundai Creta 1.6 CRDi SX,2016,1140000,50000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
193,Honda City 2017-2020 EXi,2007,220000,70000,Petrol,Individual,Manual,First Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0
194,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,532000,121779,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
195,Maruti Zen VXi - BS III,2003,120000,120000,Petrol,Individual,Manual,Third Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0
196,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
197,Maruti Zen Estilo LXI Green (CNG),2011,200000,80000,CNG,Individual,Manual,First Owner,26.3 km/kg,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
198,Volkswagen Jetta 1.6 Trendline,2010,225000,80000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,1595 CC,102 bhp,"15@ 3,800(kgm@ rpm)",5.0
199,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,562000,5000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
200,Hyundai EON Era Plus,2013,275000,20000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
201,Maruti Alto 800 LXI,2017,285000,25000,Petrol,Individual,Manual,Second Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
202,Tata Tiago 1.2 Revotron XE,2016,300000,90000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
203,Hyundai Santro Sportz AMT BSIV,2018,565000,10000,Petrol,Individual,Automatic,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0
204,Chevrolet Spark 1.0 LT,2011,130000,67840,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0
205,Honda BRV i-DTEC V MT,2016,850000,72113,Diesel,Individual,Manual,First Owner,21.9 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0
206,Chevrolet Aveo 1.4 LS,2011,130000,60000,Petrol,Individual,Manual,Second Owner,14.49 kmpl,1399 CC,92.7 bhp,127Nm@ 3500rpm,5.0
207,Mahindra Quanto C6,2013,225000,90000,Diesel,Individual,Manual,First Owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
208,Maruti Swift VDI BSIV W ABS,2015,475000,78000,Diesel,Dealer,Manual,First Owner,,,,,
209,Mahindra Renault Logan 1.5 DLX Diesel,2007,175000,99000,Diesel,Individual,Manual,Second Owner,19.2 kmpl,1461 CC,65 bhp,"16@ 2,000(kgm@ rpm)",5.0
210,Ford Figo Diesel EXI Option,2012,195000,163720,Diesel,Dealer,Manual,First Owner,18.5 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
211,Mahindra Bolero 2011-2019 ZLX,2014,509999,70000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0
212,Maruti Swift ZXI 2018,2018,750000,15000,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
213,Mahindra Logan Diesel 1.5 DLS,2011,229999,105000,Diesel,Individual,Manual,Second Owner,19.2 kmpl,1461 CC,65 bhp,"16@ 2,000(kgm@ rpm)",5.0
214,Mahindra TUV 300 mHAWK100 T8 Dual Tone,2018,800000,70000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
215,Chevrolet Spark 1.0,2010,90000,70000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0
216,Tata Indica V2 2001-2011 eLX,2011,130000,90000,Diesel,Individual,Manual,Second Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
217,Volkswagen Vento 1.5 TDI Highline Plus AT,2015,651000,69000,Diesel,Dealer,Automatic,First Owner,22.15 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-3000rpm,5.0
218,Skoda Rapid 1.6 MPI AT Ambition BSIV,2019,835000,10000,Petrol,Individual,Automatic,First Owner,14.84 kmpl,1598 CC,103.2 bhp,153Nm@ 3750-3800rpm,5.0
219,Maruti Swift VDI Optional,2016,600000,47000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
220,Maruti Swift Vdi BSIII,2008,175000,60000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0
221,Renault KWID RXT,2016,315000,51500,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
222,Hyundai i20 1.2 Asta Option,2018,801000,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
223,Maruti Ciaz ZDi,2015,535000,40000,Diesel,Dealer,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
224,Hyundai Grand i10 CRDi Asta,2014,350000,70000,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0
225,Maruti Alto 800 CNG LXI,2017,260000,67000,CNG,Individual,Manual,First Owner,33.44 km/kg,796 CC,40.3 bhp,60Nm@ 3500rpm,4.0
226,Honda Brio S MT,2014,325000,40000,Petrol,Individual,Manual,Third Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0
227,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
228,Maruti Baleno Sigma,2019,556000,10000,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
229,Hyundai i20 Magna Optional 1.2,2012,380000,27500,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.9 bhp,113.8Nm@ 4000rpm,5.0
230,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5.0
231,Hyundai Creta 1.6 CRDi SX,2016,900000,98000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
232,Skoda Rapid 1.5 TDI AT Ambition Plus,2014,400000,77000,Diesel,Individual,Automatic,Second Owner,21.66 kmpl,1498 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0
233,Maruti Wagon R VXI 1.2,2019,490000,10000,Petrol,Individual,Manual,First Owner,20.52 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
234,Mahindra Bolero SLX,2011,340000,100000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0
235,Ford Aspire Titanium Diesel BSIV,2017,725000,75000,Diesel,Dealer,Manual,First Owner,26.1 kmpl,1498 CC,99.23 bhp,215Nm@ 1750-3000rpm,5.0
236,Hyundai i10 Magna,2011,235000,60000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0
237,Volkswagen Vento 1.6 Highline,2014,390000,64000,Petrol,Individual,Manual,Third Owner,15.04 kmpl,1598 CC,103.2 bhp,153Nm@ 3800rpm,5.0
238,Maruti Wagon R AMT VXI,2018,420000,35000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0
239,Tata Manza Aura (ABS) Quadrajet BS IV,2012,300000,70000,Diesel,Individual,Manual,Third Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5.0
240,Honda City ZXi AT,2005,110000,100000,Petrol,Individual,Automatic,Second Owner,12.0 kmpl,1493 CC,100 bhp,13.1kgm@ 4600rpm,5.0
241,Maruti 800 Std BSII,2004,45000,77000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
242,Hyundai Verna 1.6 CRDi S,2017,800000,15000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
243,Maruti Alto 800 LXI,2017,310000,15000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
244,Hyundai Verna SX Diesel,2013,550000,80000,Diesel,Dealer,Manual,First Owner,25.0 kmpl,1493 CC,113.42 bhp,250.06nm@ 1500-2750rpm,5.0
245,Honda Jazz 1.2 VX i VTEC,2016,484999,30000,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
246,Maruti 800 AC,1999,40000,100000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
247,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5.0
248,Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010,150000,29000,Petrol,Individual,Manual,First Owner,16.5 kmpl,1172 CC,65 bhp,96 Nm at 3000 rpm,5.0
249,Volkswagen Polo Diesel Highline 1.2L,2013,550000,38000,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 CC,73.9 bhp,180Nm@ 2000rpm,5.0
250,Mahindra Scorpio M2DI,2011,400000,475000,Diesel,Individual,Manual,Third Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5.0
251,Tata Indigo eCS VX BSIV,2013,310000,70000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
252,Maruti Swift Dzire ZDi,2011,320000,110000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
253,Tata Indica Vista TDI LS,2013,150000,90000,Diesel,Individual,Manual,Second Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5.0
254,Maruti Alto 800 LXI,2016,225000,35000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
255,Maruti Ritz VXi (ABS) BS IV,2010,170000,120000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5.0
256,Maruti 800 AC Uniq,2004,50000,18000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
257,Hyundai i20 Active 1.4,2015,500000,126000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5.0
258,Hyundai Verna 1.6 SX CRDi (O),2014,535000,70000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
259,Hyundai Verna 1.6 Xi ABS,2008,275000,52000,Petrol,Individual,Manual,Second Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5.0
260,Maruti Wagon R LXI,2005,65000,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
261,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
262,Maruti Swift VDI BSIV,2015,600000,31000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
263,Maruti 800 Std BSIII,2004,65000,56432,Petrol,Dealer,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
264,Maruti Swift VXI with ABS,2009,270000,80000,Petrol,Individual,Manual,First Owner,16.6 kmpl,1197 CC,85 bhp,"113Nm@ 4,500rpm",5.0
265,Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2016,675000,108000,Diesel,Dealer,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
266,Tata Indica V2 eLX,2014,160000,120000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
267,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5.0
268,Hyundai Accent Executive CNG,2012,275000,48000,CNG,Individual,Manual,First Owner,13.2 km/kg,1495 CC,93.7 bhp,124.5Nm@ 3500rpm,5.0
269,Ford Fiesta 1.4 ZXi Duratec,2011,200000,70000,Petrol,Individual,Manual,Second Owner,16.6 kmpl,1388 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5.0
270,Maruti Swift Ldi BSIII,2007,250000,150000,Diesel,Individual,Manual,Fourth & Above Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0
271,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2012,150000,231438,Diesel,Individual,Manual,Second Owner,18.4 kmpl,1248 CC,75 bhp,190 Nm at 1750 rpm ,5.0
272,Renault KWID RXT,2015,290000,15200,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
273,Toyota Fortuner 3.0 Diesel,2010,900000,240000,Diesel,Individual,Manual,First Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7.0
274,Honda Amaze S Option i-DTEC,2018,560000,50000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
275,Hyundai EON Era Plus,2015,250000,80000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
276,Hyundai Santro Xing GLS,2010,165000,56000,Petrol,Individual,Manual,Third Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5.0
277,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
278,Nissan Terrano XL 85 PS,2015,1000000,110000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0
279,Hyundai Xcent 1.2 CRDi E,2018,530000,60000,Diesel,Individual,Manual,First Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5.0
280,Mahindra Scorpio SLE BSIII,2011,400000,320000,Diesel,Individual,Manual,Third Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
281,Maruti Swift Dzire VXI,2016,500000,30000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5.0
282,Nissan Terrano XL D Option,2018,850000,48000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.14 bhp,200Nm@ 1750rpm,5.0
283,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0
284,Ford EcoSport 1.5 TDCi Platinum Edition BSIV,2017,850000,60000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0
285,Ford Fiesta 1.4 Duratec EXI Limited Edition,2007,142000,97000,Petrol,Individual,Manual,First Owner,16.6 kmpl,1388 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5.0
286,Hyundai EON Sportz,2013,219000,50000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
287,Maruti Swift VDI BSIV,2014,570000,70000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
288,Tata Safari DICOR 2.2 EX 4x2,2012,325000,120000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7.0
289,Mahindra KUV 100 mFALCON D75 K2 Plus,2016,360000,100000,Diesel,Individual,Manual,Second Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0
290,Renault KWID AMT,2018,400000,25000,Petrol,Individual,Automatic,First Owner,24.04 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0
291,Mahindra NuvoSport N8,2016,600000,100000,Diesel,Individual,Manual,First Owner,17.45 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
292,Honda City 2017-2020 EXi,2006,150000,140000,Petrol,Individual,Manual,Third Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0
293,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,800000,25000,Petrol,Individual,Manual,First Owner,15.85 kmpl,1499 CC,110.4 bhp,140Nm@ 4400rpm,5.0
294,Maruti Eeco 5 Seater AC BSIV,2014,300000,49025,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5.0
295,Maruti Ignis 1.2 Delta BSIV,2018,535000,12000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
296,Tata Indigo Grand Dicor,2007,100000,90000,Diesel,Individual,Manual,Third Owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5.0
297,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
298,Maruti Wagon R LXI,2005,130000,140000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
299,Hyundai Verna 1.6 SX,2011,475000,80000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
300,Maruti Omni LPG STD BSIV,2008,110000,58632,LPG,Dealer,Manual,Second Owner,,,,,
301,Tata Manza Aura (ABS) Quadrajet,2010,200000,100000,Diesel,Individual,Manual,Second Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0
302,Hyundai i20 2015-2017 Sportz 1.4 CRDi,2014,484999,70100,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
303,Tata Indica V2 1.2 GLE BSIII,2013,170000,110000,Petrol,Individual,Manual,Second Owner,15.3 kmpl,1193 CC,65.3 bhp,"10.2@ 2,600(kgm@ rpm)",5.0
304,Maruti Swift VVT VXI,2017,509999,46000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
305,Isuzu D-Max V-Cross 4X4,2017,1250000,56800,Diesel,Individual,Manual,First Owner,12.4 kmpl,2499 CC,134 bhp,320Nm@ 1800-2800rpm,5.0
306,Toyota Etios GD,2014,400000,120000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0
307,Skoda Rapid 1.5 TDI Ambition,2015,610000,120000,Diesel,Individual,Manual,First Owner,21.14 kmpl,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5.0
308,Maruti Swift VXI Optional,2016,500000,15000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
309,Maruti Wagon R VXI BS IV,2012,275000,20000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
310,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5.0
311,Renault KWID RXL,2015,200000,50000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0
312,Hyundai Verna 1.6 SX,2013,700000,76460,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
313,Maruti Swift Dzire VDI,2015,600000,50000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
314,Mahindra Verito 1.5 D2 BSIV,2012,140000,120000,Diesel,Individual,Manual,Second Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5.0
315,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,488999,15000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
316,Ford Aspire Titanium BSIV,2019,800000,33000,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1194 CC,94.93 bhp,120Nm@ 4250rpm,5.0
317,Hyundai i20 Asta 1.4 CRDi (Diesel),2009,310000,120000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
